DEPENDENCIA / ENTIDAD,NOMBRE UC,CLAVE UC,N?MERO DE PROCEDIMIENTO,TIPO DE PROCEDIMIENTO,TIPO CONTRATACI?N,CARACTER,N?MERO DE CONTRATO,REFERENCIA DE LA CONTRATACI?N,FECHA DE SUSCRIPCI?N DE CONTRATO,IMPORTE MN SIN IVA,RAZ?N SOCIAL,URL DEL CONTRATO
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Tijuana,09120002,09120002-025-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015557,ADQUISICION DE MATERIAL DE LIMPIEZA,24/01/2011,"$193,267.50","SKIT INDUSTRIAL, S. DE RL DE CV.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015557&p_CveDep=09120&p_CveUni=002&p_NumeroLc=025&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Tijuana,09120002,09120002-025-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015559,ADQUISICION DE MATERIAL DE LIMPIEZA,24/01/2011,"$133,950.00","IRIS CHEMICAL,SA DE CV",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015559&p_CveDep=09120&p_CveUni=002&p_NumeroLc=025&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Tijuana,09120002,09120002-026-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015747,ADQUISICION DE MATERIAL Y UTILES DE OFICINA,09/02/2011,"$121,720.00","PROVEEDORA PAPELERA KINO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015747&p_CveDep=09120&p_CveUni=002&p_NumeroLc=026&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Tijuana,09120002,09120002-026-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015748,ADQUISICION DE MATERIAL Y UTILES DE OFICINA,09/02/2011,"$56,663.10",MARIO ORDAZ LEON  /SURTIDORA DE PAPELERIAS  K&M,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015748&p_CveDep=09120&p_CveUni=002&p_NumeroLc=026&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Tijuana,09120002,09120002-026-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015749,ADQUISICION DE MATERIAL Y UTILES DE OFICINA,09/02/2011,"$37,822.88",ANTONIO VAZ DISTRIBUIDORES. S.DE R.L.DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015749&p_CveDep=09120&p_CveUni=002&p_NumeroLc=026&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Tijuana,09120002,09120002-026-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015750,ADQUISICION DE MATERIAL Y UTILES DE OFICINA,09/02/2011,"$177,426.00",COMPUPROVEEDORES SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015750&p_CveDep=09120&p_CveUni=002&p_NumeroLc=026&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Tijuana,09120002,09120002-026-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015761,ADQUISICION DE MATERIAL Y UTILES DE OFICINA,09/02/2011,"$25,167.60","FORMAS PARA CONTROL, SA DE CV",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015761&p_CveDep=09120&p_CveUni=002&p_NumeroLc=026&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-005-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015679,Materia Prima  Para Pinturas y Emulsiones,31/01/2011,"$350,740.10",PRODUCTOS QUIMICOS MARDUPOL S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015679&p_CveDep=09120&p_CveUni=012&p_NumeroLc=005&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-005-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015680,Materia Prima  Para Pinturas y Emulsiones,24/01/2011,"$693,047.17",PYOSA S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015680&p_CveDep=09120&p_CveUni=012&p_NumeroLc=005&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-005-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015681,Materia Prima  Para Pinturas y Emulsiones,31/01/2011,"$363,872.52","PROMOTORA INDUSTRIAL QUIMICA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015681&p_CveDep=09120&p_CveUni=012&p_NumeroLc=005&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-005-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015682,Materia Prima  Para Pinturas y Emulsiones,31/01/2011,"$399,770.00","TECNICA MINERAL, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015682&p_CveDep=09120&p_CveUni=012&p_NumeroLc=005&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-005-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015683,Materia Prima  Para Pinturas y Emulsiones,31/01/2011,"$50,284.30","POLIMEROS ESPECIALES, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015683&p_CveDep=09120&p_CveUni=012&p_NumeroLc=005&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-005-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015685,Materia Prima  Para Pinturas y Emulsiones,01/02/2011,"$1,311,654.00","EDICOLOR, S. A. DE C. V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015685&p_CveDep=09120&p_CveUni=012&p_NumeroLc=005&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-005-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015686,Materia Prima  Para Pinturas y Emulsiones,01/02/2011,"$104,615.00","WYN DE MEXICO PRODUCTOS QUIMICOS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015686&p_CveDep=09120&p_CveUni=012&p_NumeroLc=005&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-006-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4500015687,Materia Prima  Para Pinturas,01/02/2011,"$5,835,000.00","SERVYTEC, S. A.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015687&p_CveDep=09120&p_CveUni=012&p_NumeroLc=006&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-006-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4500015689,Materia Prima  Para Pinturas,01/02/2011,"$1,275,000.00","POLIMEROS SINTETICOS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015689&p_CveDep=09120&p_CveUni=012&p_NumeroLc=006&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-006-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4500015690,Materia Prima  Para Pinturas,01/02/2011,"$6,175,500.00","REACCIONES QUIMICAS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015690&p_CveDep=09120&p_CveUni=012&p_NumeroLc=006&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-006-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4500015691,Materia Prima  Para Pinturas,01/02/2011,"$4,493.50","QUIMICA RANA, S. A. DE C. V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015691&p_CveDep=09120&p_CveUni=012&p_NumeroLc=006&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-006-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4500015692,Materia Prima  Para Pinturas,01/02/2011,"$215,350.00","MACROPOL, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015692&p_CveDep=09120&p_CveUni=012&p_NumeroLc=006&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-006-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4500015694,Materia Prima  Para Pinturas,01/02/2011,"$595,800.00",PYOSA S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015694&p_CveDep=09120&p_CveUni=012&p_NumeroLc=006&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Irapuato,09120012,09120012-007-10,Licitaci¢n P£blica,Servicios,Nacional,4500015562,Servicio de Vigilancia,04/01/2011,"$456,600.00",GUTIERREZ ARIAS JUANA,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015562&p_CveDep=09120&p_CveUni=012&p_NumeroLc=007&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Arriaga Chiapas,09120011,09120011-010-10,Licitaci¢n P£blica,Adquisiciones,Nacional,4500015454,Arrendamiento para pipas de agua,21/01/2011,"$2,029,381.99","COMERCIALIZADORA DE SERVICIOS Y CONSTRUCCIONES GAMA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015454&p_CveDep=09120&p_CveUni=011&p_NumeroLc=010&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Arriaga Chiapas,09120011,09120011-011-10,Licitaci¢n P£blica,Servicios,Nacional,4500015455,servicio de transporte de personal a plaza de cobro,13/01/2011,"$941,400.00","AUTOTRANSPORTES TUXTLA BOCHIL, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015455&p_CveDep=09120&p_CveUni=011&p_NumeroLc=011&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Arriaga Chiapas,09120011,09120011-012-10,Licitaci¢n P£blica,Servicios,Nacional,4500015457,servicio de atencion medica prehospitalaria y ambulancias,24/01/2011,"$2,295,000.00",CRUZ ROJA MEXICANA DELEGACION ROSARITO,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015457&p_CveDep=09120&p_CveUni=011&p_NumeroLc=012&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Arriaga Chiapas,09120011,09120011-009-10,Licitaci¢n P£blica,Servicios,Nacional,4500015453,Servicio de limpieza y fumigacion de inmuebles,19/01/2011,"$2,520,084.00","LAVA TAP DE CHIAPAS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015453&p_CveDep=09120&p_CveUni=011&p_NumeroLc=009&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Culiac†n Sinaloa,09120003,09120003-014-10,Licitaci¢n P£blica,Servicios,Nacional,4500015503,"Servicio de Aseo, Limpieza, Higi?ne y Fumigaci?n para los centros de trabajo adscritos a la Red Fonadin",14/01/2011,"$3,736,272.00",LIMPIEZA CORPORATIVA DE SIN S.A DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015503&p_CveDep=09120&p_CveUni=003&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Culiac†n Sinaloa,09120003,09120003-015-10,Licitaci¢n P£blica,Servicios,Nacional,4500015510,Servicio de Vigilancia para los centros de trabajo de la Red Fonadin adscritos a la Delegaci?n II,14/01/2011,"$2,703,636.00","GRUPO ANTIPERDIDAS, S.A. DE C. .V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015510&p_CveDep=09120&p_CveUni=003&p_NumeroLc=015&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Culiac†n Sinaloa,09120003,09120003-016-10,Licitaci¢n P£blica,Servicios,Nacional,4500015511,Servicio de transporte de personal adscrito a las plazas de cobro de la Red Fonadin dependiente a la Delegaci?n II,14/01/2011,"$1,749,600.00",MONRO Y ASOCIADOS PLANEACION Y CONSERVACION S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015511&p_CveDep=09120&p_CveUni=003&p_NumeroLc=016&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Culiac†n Sinaloa,09120003,09120003-016-10,Licitaci¢n P£blica,Servicios,Nacional,4500015512,Servicio de transporte de personal adscrito a las plazas de cobro de la Red Fonadin dependiente a la Delegaci?n II,14/01/2011,"$357,600.00","TRANSPORTES DE CALIDAD PARA EMPLEADOS Y OBREROS, S.A. DE C.V",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015512&p_CveDep=09120&p_CveUni=003&p_NumeroLc=016&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Boca del R°o Veracruz,09120008,09120008-026-10,Licitaci¢n P£blica,Servicios,Nacional,4500015545,Servicio de mantenimiento preventivo y correctivo a equipos de aire acondicionado,01/01/2011,"$353,583.00",CONSERVACION Y SERVICIO INDUSTRIAL S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015545&p_CveDep=09120&p_CveUni=008&p_NumeroLc=026&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Boca del R°o Veracruz,09120008,09120008-027-10,Licitaci¢n P£blica,Arrendamientos,Nacional,4500015546,Arrendamiento de Equipo de fotocopiado sin opci?n a compra,01/01/2011,"$168,919.80",PROSERMAC S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015546&p_CveDep=09120&p_CveUni=008&p_NumeroLc=027&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n de Administraci¢n en Boca del R°o Veracruz,09120008,09120008-028-10,Licitaci¢n P£blica,Servicios,Nacional,4500015547,Servicio de mantenimiento preventivo y correctivo a plantas de tratamientos de aguas residuales,01/01/2011,"$1,371,287.00","AGUA Y AIRE INGENIEROS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4500015547&p_CveDep=09120&p_CveUni=008&p_NumeroLc=028&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-006-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015567/11,"Rehabilitaci?n estructural del pavimento del km 0+000 al km 30+000, incluye se?alamiento horizontal y vertical del C. D. Cuacnopalan-Oaxaca.",24/01/2011,"$154,546,603.54",COCONAL S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015567/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=006&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-007-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015602/11,"Supervisi?n y control de calidad de la obra: Rehabilitaci?n estructural del pavimento del km 0+000 al km 30+000, incluye se?alamiento horizontal y vertical del C. D. Cuacnopalan-Oaxaca",31/01/2011,"$3,524,801.44","PACCSA INGENIERIA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015602/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=007&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-008-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015579/11,"Colocaci?n de microcarpeta asf?ltica tipo SMA elaborada en planta con cemento asf?ltico AC-20 con espesor de 30.00 mm con material p?treo de TMA de 3/8"" (9.5 mm) del km 155+000 al km 195+000, del C. D. Cuacnopalan-Oaxaca.",31/01/2011,"$54,082,046.68",CALZADA CONSTRUCCIONES S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015579/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=008&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-009-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015608/11,"Supervisi?n y control de calidad de la obra: Colocaci?n de microcarpeta asf?ltica tipo SMA elaborada en planta con cemento asf?ltico AC-20 con espesor de 30.00 mm con material p?treo de TMA de 3/8"" (9.5 mm) del km 155+000 al km 195+000 del C. D. Cuacnopalan - Oaxaca.",31/01/2011,"$1,273,257.53","CONSTRUCONTROL, S.A.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015608/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=009&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-010-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015757/11,Mantenimiento menor del km 0+000 al km 120+000 del C. D. Cuacnopalan - Oaxaca,14/02/2011,"$12,316,565.85","INGENIERIA EJECUTIVA SIGLO 21, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015757/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=010&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-011-10,Licitaci¢n P£blica,Servicios relacionados con obra publica,Nacional,4500015760/11,Supervisi?n tecnica de la obra: Mantenimiento menor del km 0+000 al km 120+000 y Mantenimiento Menor en 62 Estructuras del C. D. Cuacnopalan-Oaxaca,14/02/2011,"$1,521,953.31",CALECS S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015760/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=011&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-012-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015773/11,Mantenimiento menor del km 120+000 al km 246+600 y ramal a Huitzo 1.7 km  del C. D. Cuacnopalan - Oaxaca,14/02/2011,"$13,999,205.11",GAIPSA S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015773/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=012&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-013-10,Licitaci¢n P£blica,Servicios relacionados con obra publica,Nacional,4500015774/11,Supervisi?n tecnica de la obra: Mantenimiento menor del km 120+000 al km 246+600 y ramal a Huitzo 1.7 km y Mantenimiento Menor en 80 Estructuras del C. D. Cuacnopalan - Oaxaca.,14/02/2011,"$1,790,792.44",VIATERRA SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015774/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Gerencia de Tramo en Oaxaca,9120023,09120023-014-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015775/11,Mantenimiento menor en 142 estructuras del C. D. Cuacnopalan-Oaxaca,14/02/2011,"$5,564,417.08","GRUPO DE INGENIER?A DE LA CUENCA, S. A. DE C. V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015775/11&p_CveDep=09120&p_CveUni=023&p_NumeroLc=014&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n TÇcnica en Puebla,9120017,09120017-010-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015570,"Mantenimiento menor de la autopista M?xico-Puebla , tramo del km 17+000 al km 63+000",28/01/2011,"$10,173,730.35",CONSTRUCTORA MAURED S.A DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015570&p_CveDep=09120&p_CveUni=017&p_NumeroLc=010&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n TÇcnica en Puebla,9120017,09120017-012-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015631,Mantenimiento menor de la autopista Puebla-Acatzingo,31/01/2011,"$7,442,974.46","GRUPO CONSTRUCTOR ANGELO MIXTECO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015631&p_CveDep=09120&p_CveUni=017&p_NumeroLc=012&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n TÇcnica en Puebla,9120017,09120017-016-10,Licitaci¢n P£blica,Obra Publica,Nacional,4500015582,Mantenimiento menor de estructuras de la autopista Acatzingo-Cd. Mendoza,28/01/2011,"$3,427,179.45",CRUITAM CONSTRUCCION Y SUPERVISION SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015582&p_CveDep=09120&p_CveUni=017&p_NumeroLc=016&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n TÇcnica en Jalisco,9120026,09120026-028-10,Licitaci¢n P£blica,Servicios relacionados con obra publica,Nacional,4500015620,Supervision tecnica del mantenimiento menor y mantenimiento menor de estructuras de la autopista Nueva Italia Lazaro Cardenas,31/01/2011,"$990,645.82",ROGELIO ARTURO VICTORIA NAVARRO,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015620&p_CveDep=09120&p_CveUni=026&p_NumeroLc=028&p_AnioLc=2010&ConSin=1
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,Subdelegaci¢n TÇcnica en Jalisco,9120026,09120026-018-10,Licitaci¢n P£blica,Servicios relacionados con obra publica,Nacional,4500015531,"Supervision tecnica del mantenimiento menor y mantenimiento menor de estructuras de la autopista Guadalajara - Tepic, tramo del km 0+000 al km. 84+600",31/01/2011,"$1,132,817.68","INGENIERIA AMBIENTAL Y URBANA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosOpU.detalle?p_numconobr=4500015531&p_CveDep=09120&p_CveUni=026&p_NumeroLc=018&p_AnioLc=2010&ConSin=1
